,user_id,screen_name,created_time,id_created_time,followers_count,friends_count,text,lang
1644,1865758711,ftihahmazlan,Mon Jul 22 04:12:31 +0000 2019,Sun Sep 15 01:41:05 +0000 2013,3091,3154,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1645,898422476496973827,izazizannn,Mon Jul 22 04:12:28 +0000 2019,Fri Aug 18 05:53:05 +0000 2017,132,246,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1646,18243422,AndrewKarnavas,Mon Jul 22 04:12:26 +0000 2019,Fri Dec 19 15:20:33 +0000 2008,1892,1510,I just entered to win The all-new Sprinter from Mercedes-Benz Vans! @icanjab could really use a new van. https://t.co/FYmeeoBENb,en
1648,409773760,asyhhl,Mon Jul 22 04:11:49 +0000 2019,Fri Nov 11 06:12:27 +0000 2011,627,422,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1649,561757902,jsmnhssn,Mon Jul 22 04:11:48 +0000 2019,Tue Apr 24 02:58:52 +0000 2012,5698,232,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1651,4890499798,Genuineparts0,Mon Jul 22 04:11:41 +0000 2019,Tue Feb 09 01:41:31 +0000 2016,4863,5291,"We freely admit that if you look at a master list of sensible,
practical sport/utilities that efficiently do hard w… https://t.co/DTibA8myAQ",en
1652,568152244,_HaziqNadzri,Mon Jul 22 04:11:33 +0000 2019,Tue May 01 12:15:18 +0000 2012,522,391,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1653,955241517546848256,_FyyFreya_,Mon Jul 22 04:11:32 +0000 2019,Mon Jan 22 00:51:40 +0000 2018,411,297,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1655,718290919427059712,hzhsfhs,Mon Jul 22 04:11:22 +0000 2019,Fri Apr 08 04:14:35 +0000 2016,149,427,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1656,994417196628508673,daennyyy,Mon Jul 22 04:11:08 +0000 2019,Thu May 10 03:21:49 +0000 2018,107,100,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1658,267498926,asyrhazwrrdn_,Mon Jul 22 04:10:55 +0000 2019,Thu Mar 17 01:47:44 +0000 2011,354,153,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1659,1111292260656664576,afifzhan,Mon Jul 22 04:10:54 +0000 2019,Thu Mar 28 15:41:36 +0000 2019,50,47,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1660,2284541486,rjnrsyfqh,Mon Jul 22 04:10:37 +0000 2019,Fri Jan 10 04:40:50 +0000 2014,334,197,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1662,1089751450593316864,Tha_Deanz,Mon Jul 22 04:10:20 +0000 2019,Mon Jan 28 05:06:07 +0000 2019,2698,2071,"RT @tinoeRamos: Both of them are Benz ,so please be specific when you pray.

@MercedesBenz https://t.co/wr6XSMFicM",en
1663,2177326116,Izzmuqri8,Mon Jul 22 04:10:16 +0000 2019,Wed Nov 06 04:17:03 +0000 2013,133,147,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1664,873415229421477888,_nrlimnn,Mon Jul 22 04:10:15 +0000 2019,Sat Jun 10 05:43:12 +0000 2017,202,142,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1665,1121240780,Rohwizz,Mon Jul 22 04:10:10 +0000 2019,Sat Jan 26 07:19:03 +0000 2013,566,363,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
1666,806197010986516480,zariqgbamz,Mon Jul 22 04:10:10 +0000 2019,Tue Dec 06 18:02:00 +0000 2016,55,186,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1668,737846118277513220,wheredabadhoes,Mon Jul 22 04:09:52 +0000 2019,Wed Jun 01 03:19:57 +0000 2016,403,272,Rip da benz already 😖😖😖,en
1669,3760731854,alifnazzmi,Mon Jul 22 04:09:52 +0000 2019,Fri Oct 02 16:27:41 +0000 2015,373,322,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1670,1125637956,stevenm_103,Mon Jul 22 04:09:49 +0000 2019,Sun Jan 27 17:16:15 +0000 2013,496,417,Update got an interview tomorrow for the Mercedes Benz program and I’m a little nervous 😢😢 https://t.co/KOKcn7aZaz,en
1671,1097784089719988224,Wineryna1,Mon Jul 22 04:09:48 +0000 2019,Tue Feb 19 09:04:57 +0000 2019,17,91,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1672,4060735286,firdvus_rvzvli,Mon Jul 22 04:09:43 +0000 2019,Thu Oct 29 19:29:50 +0000 2015,252,533,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1673,3024600529,aqildanish07,Mon Jul 22 04:09:41 +0000 2019,Wed Feb 18 01:14:05 +0000 2015,631,326,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1674,2778478705,farahanaaaaa,Mon Jul 22 04:09:14 +0000 2019,Fri Aug 29 13:08:05 +0000 2014,141,75,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1675,2537691390,kparedez2111,Mon Jul 22 04:08:14 +0000 2019,Sat May 31 15:32:40 +0000 2014,681,606,"RT @MoneyMandoVB: Mayonnaise colored benz, I push miracle whips 🏎🔥",en
1677,1558423922,SheeraDayu,Mon Jul 22 04:08:09 +0000 2019,Sun Jun 30 16:30:00 +0000 2013,83,159,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1678,1048041774692753408,faennblh,Mon Jul 22 04:08:03 +0000 2019,Fri Oct 05 02:46:45 +0000 2018,379,456,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1679,305043982,Nino_ldn,Mon Jul 22 04:08:01 +0000 2019,Wed May 25 15:03:09 +0000 2011,399,170,"RT @localbaghdaddy: Can’t fully appreciate a Benz unless you’ve been in a honda, so when you have a shitty ex understand that it’s meant to…",en
1680,1611828212,iliasezanee,Mon Jul 22 04:07:48 +0000 2019,Mon Jul 22 02:23:14 +0000 2013,338,223,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1681,1007100742673444870,AdilahRashid03,Mon Jul 22 04:07:41 +0000 2019,Thu Jun 14 03:21:42 +0000 2018,86,161,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1682,877970930571419648,loritaohhlala,Mon Jul 22 04:07:32 +0000 2019,Thu Jun 22 19:25:56 +0000 2017,65,218,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1683,851536940382007297,AesopMafia,Mon Jul 22 04:07:31 +0000 2019,Mon Apr 10 20:46:42 +0000 2017,28,17,"With a deep breath, and dug up fast So you all the young men come with the Fox thought first benz Why he took place,",en
1685,1093421572252000256,irahhmj,Mon Jul 22 04:07:29 +0000 2019,Thu Feb 07 08:09:52 +0000 2019,38,85,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1686,843447992715792384,shaggyders,Mon Jul 22 04:07:26 +0000 2019,Sun Mar 19 13:04:06 +0000 2017,79,352,"@KanyePodcast Killing y’all n*ggas on that lyrical shit, mayonnaise colored Benz I push miracle whips",en
1687,831818713502355456,zulfakar_lah,Mon Jul 22 04:07:20 +0000 2019,Wed Feb 15 10:53:30 +0000 2017,112,146,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1688,775850633639239680,nurinjofri,Mon Jul 22 04:07:08 +0000 2019,Wed Sep 14 00:16:20 +0000 2016,234,171,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1689,793484142,n5za0n,Mon Jul 22 04:06:49 +0000 2019,Fri Aug 31 09:32:58 +0000 2012,263,249,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1690,122650665,sarfinav,Mon Jul 22 04:06:39 +0000 2019,Sat Mar 13 12:17:04 +0000 2010,207,999,"RT @FarahAbutayeh: hey huntington ppl, my car got stolen last night so if anyone see’s it please contact me! It is a white C300 2008 merced…",en
1691,299200197,isyrafholmes,Mon Jul 22 04:06:33 +0000 2019,Sun May 15 17:35:22 +0000 2011,153,144,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1692,1565527050,Daniekrisya_,Mon Jul 22 04:06:31 +0000 2019,Wed Jul 03 11:37:11 +0000 2013,550,204,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1694,234756858,mann_chhabra,Mon Jul 22 04:06:16 +0000 2019,Thu Jan 06 13:57:45 +0000 2011,255,1004,"Update: now they don't want money.

The demands are raised and they want diamond jhanjaran, a big house with a Benz… https://t.co/vtvPLZbLRZ",en
1695,943117415356829702,elishaerinaa,Mon Jul 22 04:05:51 +0000 2019,Tue Dec 19 13:54:48 +0000 2017,200,494,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1696,745683508518129664,remy_benz__,Mon Jul 22 04:05:48 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,RT @ChanelMurder: imagine if I said everything I thought all the time lmaoooooooooooo,en
1697,745683508518129664,remy_benz__,Mon Jul 22 04:05:41 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,RT @nightmarevibez: I want a “im tryna see you” not “wyd” 😔,en
1698,4909286477,YimaUnited,Mon Jul 22 04:05:40 +0000 2019,Sun Feb 14 15:07:24 +0000 2016,2611,1410,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
1699,303573644,NoThreeOh,Mon Jul 22 04:05:36 +0000 2019,Mon May 23 03:25:19 +0000 2011,1719,490,Crashed the rari so i hopped in the Benz,en
1700,1037766308681723905,jxxnxq,Mon Jul 22 04:05:30 +0000 2019,Thu Sep 06 18:15:43 +0000 2018,7927,3448,"RT @localbaghdaddy: Can’t fully appreciate a Benz unless you’ve been in a honda, so when you have a shitty ex understand that it’s meant to…",en
1701,1369493491,Hazeeq_X,Mon Jul 22 04:05:30 +0000 2019,Sun Apr 21 12:44:50 +0000 2013,379,673,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1702,444955428,KyshiraM,Mon Jul 22 04:05:14 +0000 2019,Fri Dec 23 20:56:04 +0000 2011,5769,875,RT @_JayLenard: Not sure who needs to read this...but the client you gave a discount to just went on vacation and bought a Benz.,en
1703,745683508518129664,remy_benz__,Mon Jul 22 04:05:08 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,RT @thaliadomxo: If you’re not going to gas me tf up I don’t want youuuuuuuuuuuuu,en
1705,745683508518129664,remy_benz__,Mon Jul 22 04:05:02 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,RT @_chels97: Why I thought this baby had a mean ass grip 😂 https://t.co/DS2xhizXY0,en
1707,1008249529,naziefaaa,Mon Jul 22 04:04:52 +0000 2019,Thu Dec 13 07:38:35 +0000 2012,1085,788,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1711,1138787641065857025,tajulerfan,Mon Jul 22 04:04:40 +0000 2019,Wed Jun 12 12:38:26 +0000 2019,93,87,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1712,1632650312,imhabibz,Mon Jul 22 04:04:38 +0000 2019,Tue Jul 30 11:03:15 +0000 2013,200,159,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1713,1442563688,Syamimot_Mimie,Mon Jul 22 04:04:34 +0000 2019,Mon May 20 01:19:29 +0000 2013,1145,799,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1715,1129280623183425537,rosmzrml,Mon Jul 22 04:04:24 +0000 2019,Fri May 17 07:00:56 +0000 2019,30,21,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1717,1008120487,izzatinizar_,Mon Jul 22 04:04:17 +0000 2019,Thu Dec 13 06:00:33 +0000 2012,155,439,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1718,355621306,DaBulRob_,Mon Jul 22 04:04:06 +0000 2019,Mon Aug 15 16:54:50 +0000 2011,604,375,@1kizzle_ You still 165. No big body Benz 😭 you built like an accord,en
1719,399483551,nadzmiyusoff,Mon Jul 22 04:04:05 +0000 2019,Thu Oct 27 15:27:30 +0000 2011,1078,933,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1720,289661755,Prettygirlcaro1,Mon Jul 22 04:04:00 +0000 2019,Fri Apr 29 01:03:28 +0000 2011,164,768,Spragga Benz tun all the way up  #Sumfest2019 💕,en
1721,4483228879,danishimannn,Mon Jul 22 04:03:46 +0000 2019,Mon Dec 07 06:26:59 +0000 2015,211,336,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1722,1661327354,zeemkie7,Mon Jul 22 04:03:31 +0000 2019,Sun Aug 11 01:15:50 +0000 2013,165,301,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1723,1127470861991194629,GracesSpaghetti,Mon Jul 22 04:03:31 +0000 2019,Sun May 12 07:09:35 +0000 2019,109,194,RT @thecrazycatten: Every e in mercedes benz is pronounced differently,en
1724,765043874,alissaashiqeen,Mon Jul 22 04:03:24 +0000 2019,Sat Aug 18 04:20:05 +0000 2012,566,262,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1725,300059820,xsnxxzlx,Mon Jul 22 04:03:07 +0000 2019,Tue May 17 03:58:10 +0000 2011,102,229,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1726,1829626969,aliapoji,Mon Jul 22 04:03:02 +0000 2019,Sun Sep 08 14:03:27 +0000 2013,879,235,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1727,1108846387045810176,Muhibrz_,Mon Jul 22 04:03:02 +0000 2019,Thu Mar 21 21:42:34 +0000 2019,162,438,"RT @localbaghdaddy: Can’t fully appreciate a Benz unless you’ve been in a honda, so when you have a shitty ex understand that it’s meant to…",en
1728,1480438142,SchanHime,Mon Jul 22 04:02:57 +0000 2019,Mon Jun 03 19:10:40 +0000 2013,173,693,"RT @kowalski_1123: For those who'll be attending Aqours' performance at the Mercedes Benz Arena in Shanghai today, there's an exhibit of th…",en
1729,616188415,syafiqahamanda,Mon Jul 22 04:02:53 +0000 2019,Sat Jun 23 15:04:48 +0000 2012,833,558,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1730,745683508518129664,remy_benz__,Mon Jul 22 04:02:34 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,"RT @rizzzy__: “You’re always so quiet &amp; calm.” 

Me: https://t.co/RZ6TBRTsPc",en
1731,3107198252,elsterrier25,Mon Jul 22 04:02:27 +0000 2019,Wed Mar 25 09:02:41 +0000 2015,180,769,"RT @kowalski_1123: For those who'll be attending Aqours' performance at the Mercedes Benz Arena in Shanghai today, there's an exhibit of th…",en
1732,1069729577839312896,AdamFord152,Mon Jul 22 04:02:19 +0000 2019,Mon Dec 03 23:06:20 +0000 2018,123,162,RT @thecrazycatten: Every e in mercedes benz is pronounced differently,en
1733,2897635610,xtravrgnbby,Mon Jul 22 04:02:15 +0000 2019,Wed Nov 12 14:57:44 +0000 2014,124,197,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1734,1019733562193571840,Sonoflasgidi,Mon Jul 22 04:02:10 +0000 2019,Thu Jul 19 00:00:01 +0000 2018,1765,2869,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
1735,1415664974,NSBAR_16,Mon Jul 22 04:01:57 +0000 2019,Thu May 09 14:25:28 +0000 2013,267,120,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1736,792743191388626944,fakhira_najwa,Mon Jul 22 04:01:54 +0000 2019,Sun Oct 30 15:01:20 +0000 2016,177,210,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1738,175837292,ShopboyJR,Mon Jul 22 04:01:34 +0000 2019,Sat Aug 07 19:24:14 +0000 2010,620,693,"@amlakredsquare - SINGLE - ""WORLD OF CORRUPTION"" - https://t.co/mNrNjA2yB6 #reggaemusic #dancehalllink #JSO #reggae",en
1740,2784932870,SyahbinarShuib,Mon Jul 22 04:01:25 +0000 2019,Tue Sep 02 00:32:52 +0000 2014,887,640,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1741,745683508518129664,remy_benz__,Mon Jul 22 04:01:20 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,"RT @LILBabyy4PF: Let mfs think whatever, as long as you know the truth",en
1743,1466840492,DirahSuhalil,Mon Jul 22 04:00:24 +0000 2019,Wed May 29 09:32:02 +0000 2013,642,392,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1744,227139399,nunie_p,Mon Jul 22 04:00:11 +0000 2019,Thu Dec 16 01:17:07 +0000 2010,559,496,I really want me a Tahoe Benz truck or a new Honda.!,en
1745,245004575,AliaSyafiqa90,Mon Jul 22 04:00:05 +0000 2019,Sun Jan 30 17:07:01 +0000 2011,1863,1283,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1747,921372027977641986,HSilberpfeil,Mon Jul 22 04:00:02 +0000 2019,Fri Oct 20 13:46:24 +0000 2017,46,154,"Future of Sales: ""Best Customer Experience 4.0"" https://t.co/tmXmnAIajx",en
1748,852578215,_aizaaramli,Mon Jul 22 04:00:00 +0000 2019,Sat Sep 29 09:40:04 +0000 2012,839,239,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1749,4641863772,ummihendri,Mon Jul 22 03:59:57 +0000 2019,Thu Dec 24 07:31:36 +0000 2015,602,202,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1750,4862995154,emyrrasydan,Mon Jul 22 03:59:28 +0000 2019,Fri Feb 05 06:24:07 +0000 2016,117,238,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1752,1015191941535883265,ttunteja,Mon Jul 22 03:58:53 +0000 2019,Fri Jul 06 11:13:14 +0000 2018,1017,257,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1753,969277142126219266,WorldwideCream,Mon Jul 22 03:58:44 +0000 2019,Thu Mar 01 18:24:13 +0000 2018,355,143,"RT @MercedesBenz_SA: Drive the 2019 SA Car of the Year winner, the Mercedes-Benz A-Class from just R6 799 p/m,* exclusive to Agility Financ…",en
1754,362612779,eddyxafiq,Mon Jul 22 03:58:43 +0000 2019,Fri Aug 26 17:54:23 +0000 2011,894,453,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1755,1471585236,officialaixxat,Mon Jul 22 03:58:37 +0000 2019,Fri May 31 07:54:02 +0000 2013,334,308,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1756,745683508518129664,remy_benz__,Mon Jul 22 03:58:35 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,RT @yaboiicarrot: Same cast or I ain’t watching https://t.co/cQb77xlfsn,en
1757,745683508518129664,remy_benz__,Mon Jul 22 03:58:24 +0000 2019,Wed Jun 22 18:22:57 +0000 2016,165,165,RT @nnecole_: Its not my job to be likable. It’s my job to be myself. The right people will gravitate,en
1758,376676291,ich_bin_rah,Mon Jul 22 03:58:11 +0000 2019,Tue Sep 20 09:29:57 +0000 2011,208,634,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1760,805219282841804800,airinalisa,Mon Jul 22 03:57:52 +0000 2019,Sun Dec 04 01:16:52 +0000 2016,269,237,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1761,993221918,nielhkm,Mon Jul 22 03:57:48 +0000 2019,Thu Dec 06 14:52:43 +0000 2012,182,195,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1762,890198198202974208,weirdiea,Mon Jul 22 03:57:42 +0000 2019,Wed Jul 26 13:12:44 +0000 2017,96,96,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1763,2313171726,sminazlan,Mon Jul 22 03:57:42 +0000 2019,Mon Jan 27 07:08:11 +0000 2014,208,98,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1764,2515702213,Amnan1234,Mon Jul 22 03:57:35 +0000 2019,Thu May 22 15:25:47 +0000 2014,257,405,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1765,2472476929,iffzyn,Mon Jul 22 03:57:30 +0000 2019,Thu May 01 12:57:59 +0000 2014,388,258,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1766,1036235786041974786,kyriffin,Mon Jul 22 03:57:27 +0000 2019,Sun Sep 02 12:53:58 +0000 2018,49,247,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1767,1138409417315979264,notmimiii,Mon Jul 22 03:57:25 +0000 2019,Tue Jun 11 11:35:30 +0000 2019,79,64,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1768,228699842,sbrnbtrsyia,Mon Jul 22 03:57:13 +0000 2019,Mon Dec 20 12:38:09 +0000 2010,1255,661,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1769,1084422805276393472,nrirdna___,Mon Jul 22 03:57:04 +0000 2019,Sun Jan 13 12:11:59 +0000 2019,29,44,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1770,996311487613292544,weall_madhere,Mon Jul 22 03:57:00 +0000 2019,Tue May 15 08:49:04 +0000 2018,97,71,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1774,1271417808,hazimbahardn,Mon Jul 22 03:56:21 +0000 2019,Sat Mar 16 04:52:20 +0000 2013,401,245,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1776,1063899102,pangeranazhan,Mon Jul 22 03:56:10 +0000 2019,Sat Jan 05 20:19:18 +0000 2013,79,294,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1777,951692586321784832,amrarff,Mon Jul 22 03:56:09 +0000 2019,Fri Jan 12 05:49:28 +0000 2018,189,131,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1778,52997948,alsk__,Mon Jul 22 03:56:07 +0000 2019,Thu Jul 02 07:06:48 +0000 2009,1641,239,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1780,35203482,DopemanDayDay,Mon Jul 22 03:56:02 +0000 2019,Sat Apr 25 12:46:19 +0000 2009,1777,1179,Put her in a Benz just to shit on you bitches,en
1781,251023036,Aamiryusuf,Mon Jul 22 03:55:59 +0000 2019,Sat Feb 12 08:27:26 +0000 2011,975,666,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1782,743863576239054848,bambillecious,Mon Jul 22 03:55:46 +0000 2019,Fri Jun 17 17:51:11 +0000 2016,175,143,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1783,1608824240,khyraqeisha,Mon Jul 22 03:55:44 +0000 2019,Sat Jul 20 18:46:48 +0000 2013,52,247,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1784,2821800229,rasyilahyy,Mon Jul 22 03:55:42 +0000 2019,Sat Sep 20 12:07:40 +0000 2014,483,1227,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1786,1443243259,sharizshahrin,Mon Jul 22 03:55:38 +0000 2019,Mon May 20 08:41:26 +0000 2013,311,528,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
1787,2884356788,syhmizl,Mon Jul 22 03:55:27 +0000 2019,Fri Oct 31 04:29:12 +0000 2014,54,93,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
